SCHOOL_NAME,COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,COUNTY_NAME,DISTRICT_NAME,FacultyAttendance
Ellen T. Briggs Elementary School,27,2380,40,MORRIS,JEFFERSON TWP,95
Jefferson Township Middle School,27,2380,45,MORRIS,JEFFERSON TWP,96
Milton Elementary School,27,2380,50,MORRIS,JEFFERSON TWP,97
White Rock Elementary School,27,2380,70,MORRIS,JEFFERSON TWP,96
Kinnelon High School,27,2460,50,MORRIS,KINNELON BORO,98
Kiel Elementary School,27,2460,60,MORRIS,KINNELON BORO,0
Pearl R. Miller Middle School,27,2460,65,MORRIS,KINNELON BORO,0
Stonybrook Elementary School,27,2460,70,MORRIS,KINNELON BORO,0
Lincoln Park Elementary School,27,2650,35,MORRIS,LINCOLN PARK BORO,97
Lincoln Park Middle School,27,2650,40,MORRIS,LINCOLN PARK BORO,98
Madison High School,27,2870,50,MORRIS,MADISON BORO,97
Central Avenue School,27,2870,60,MORRIS,MADISON BORO,97
Kings Road School,27,2870,80,MORRIS,MADISON BORO,93
Madison Junior School,27,2870,100,MORRIS,MADISON BORO,97
Torey J. Sabatini School,27,2870,110,MORRIS,MADISON BORO,98
HILLTOP SCHOOL,27,3090,50,MORRIS,MENDHAM BORO,95
MOUNTAIN VIEW,27,3090,60,MORRIS,MENDHAM BORO,96
Mendham Township Elementary School,27,3100,50,MORRIS,MENDHAM TWP,96
Mendham Township Middle School,27,3100,60,MORRIS,MENDHAM TWP,97
Canfield Avenue School,27,3240,30,MORRIS,MINE HILL TWP,98
Montville Township High School,27,3340,10,MORRIS,MONTVILLE TWP,97
Cedar Hill School,27,3340,25,MORRIS,MONTVILLE TWP,97
Robert R Lazar Middle School,27,3340,30,MORRIS,MONTVILLE TWP,97
Hilldale School,27,3340,50,MORRIS,MONTVILLE TWP,97
Valley View School,27,3340,55,MORRIS,MONTVILLE TWP,97
William Mason School,27,3340,65,MORRIS,MONTVILLE TWP,96
Woodmont School,27,3340,70,MORRIS,MONTVILLE TWP,97
Academy for Law and Public Safety,27,3365,10,MORRIS,MORRIS COUNTY VOCATIONAL,97
Academy for Mathematics Science and Engineering,27,3365,20,MORRIS,MORRIS COUNTY VOCATIONAL,100
Morris County School of Technology,27,3365,50,MORRIS,MORRIS COUNTY VOCATIONAL,97
Morris Hills High School,27,3370,50,MORRIS,MORRIS HILLS REGIONAL,98
Morris Knolls High School,27,3370,60,MORRIS,MORRIS HILLS REGIONAL,97
Morris Plains Borough School,27,3380,20,MORRIS,MORRIS PLAINS BORO,99
Mountain Way School,27,3380,30,MORRIS,MORRIS PLAINS BORO,97
MORRISTOWN HIGH SCHOOL,27,3385,50,MORRIS,MORRIS SCHOOL DISTRICT,93
ALEXANDER HAMILTON,27,3385,60,MORRIS,MORRIS SCHOOL DISTRICT,91
Alfred Vail School,27,3385,65,MORRIS,MORRIS SCHOOL DISTRICT,92
FRELINGHUYSEN MIDDLE SCHOOL,27,3385,75,MORRIS,MORRIS SCHOOL DISTRICT,92
LAFAYETTE LERNING CENTER,27,3385,85,MORRIS,MORRIS SCHOOL DISTRICT,94
HILLCREST SCHOOL,27,3385,90,MORRIS,MORRIS SCHOOL DISTRICT,95
NORMANDY PARK SCHOOL,27,3385,100,MORRIS,MORRIS SCHOOL DISTRICT,91
SUSSEX AVENUE SCHOOL,27,3385,105,MORRIS,MORRIS SCHOOL DISTRICT,88
THOMAS JEFFERSON SCHOOL,27,3385,110,MORRIS,MORRIS SCHOOL DISTRICT,87
WOODLAND SCHOOL,27,3385,115,MORRIS,MORRIS SCHOOL DISTRICT,88
Edith M. Decker Elementary School,27,3410,45,MORRIS,MOUNT ARLINGTON BORO,96
Mount Arlington Public School,27,3410,50,MORRIS,MOUNT ARLINGTON BORO,96
Mount Olive High School,27,3450,10,MORRIS,MOUNT OLIVE TWP,97
Mount Olive Middle School,27,3450,40,MORRIS,MOUNT OLIVE TWP,97
Chester M. Stephens Elementary School,27,3450,50,MORRIS,MOUNT OLIVE TWP,96
Mountain View Elementary School,27,3450,60,MORRIS,MOUNT OLIVE TWP,97
Sandshore Rd. Elementary School,27,3450,65,MORRIS,MOUNT OLIVE TWP,97
Tinc Rd. Elementary School,27,3450,70,MORRIS,MOUNT OLIVE TWP,97
Mountain Lakes High School,27,3460,50,MORRIS,MOUNTAIN LAKES BORO,98
Briarcliff Middle School,27,3460,60,MORRIS,MOUNTAIN LAKES BORO,99
Lake Drive Program for Hearing Impared,27,3460,70,MORRIS,MOUNTAIN LAKES BORO,94
Wildwood Elementary School,27,3460,80,MORRIS,MOUNTAIN LAKES BORO,98
Netcong Elementary School,27,3520,60,MORRIS,NETCONG BORO,95
Parsippany High School,27,3950,50,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Parsippany Hills High School,27,3950,53,MORRIS,PARSIPPANY-TROY HILLS TWP,99
Brooklawn Middle School,27,3950,55,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Central Middle School,27,3950,60,MORRIS,PARSIPPANY-TROY HILLS TWP,99
Eastlake Elementary School,27,3950,62,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Intervale Elementary School,27,3950,64,MORRIS,PARSIPPANY-TROY HILLS TWP,99
Knollwood Elementary School,27,3950,65,MORRIS,PARSIPPANY-TROY HILLS TWP,99
Lake Hiawatha Elementary School,27,3950,70,MORRIS,PARSIPPANY-TROY HILLS TWP,99
Lake Parsippany Elementary School,27,3950,80,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Littleton Elementary School,27,3950,90,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Mount Tabor Elementary School,27,3950,100,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Northvail Elementary School,27,3950,103,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Rockaway Meadow Elementary School,27,3950,107,MORRIS,PARSIPPANY-TROY HILLS TWP,98
Troy Hills Elementary School,27,3950,120,MORRIS,PARSIPPANY-TROY HILLS TWP,97
Central Middle School,27,4000,30,MORRIS,LONG HILL TWP,96
Gillette Elementary School,27,4000,50,MORRIS,LONG HILL TWP,94
Millington Elementary School,27,4000,60,MORRIS,LONG HILL TWP,97
Pequannock Township High School,27,4080,50,MORRIS,PEQUANNOCK TWP,98
Hillview School,27,4080,55,MORRIS,PEQUANNOCK TWP,98
North Boulevard School,27,4080,60,MORRIS,PEQUANNOCK TWP,98
Pequannock Valley School,27,4080,80,MORRIS,PEQUANNOCK TWP,96
Stephen J. Gerace School,27,4080,100,MORRIS,PEQUANNOCK TWP,98
Randolph High School,27,4330,50,MORRIS,RANDOLPH TWP,98
Center Grove School,27,4330,57,MORRIS,RANDOLPH TWP,97
Fernbrook School,27,4330,65,MORRIS,RANDOLPH TWP,97
Ironia School,27,4330,70,MORRIS,RANDOLPH TWP,98
Randolph Middle School,27,4330,75,MORRIS,RANDOLPH TWP,98
Shongum School,27,4330,80,MORRIS,RANDOLPH TWP,97
Riverdale School,27,4440,50,MORRIS,RIVERDALE BORO,97
Thomas Jefferson Middle School,27,4480,50,MORRIS,ROCKAWAY BORO,88
Lincoln Elementary School,27,4480,60,MORRIS,ROCKAWAY BORO,86
Birchwood Elementary School,27,4490,10,MORRIS,ROCKAWAY TWP,97
Copeland Middle School,27,4490,15,MORRIS,ROCKAWAY TWP,97
Catherine A Dwyer Elementary School,27,4490,19,MORRIS,ROCKAWAY TWP,97
Dennis B O'Brien Elementary School,27,4490,25,MORRIS,ROCKAWAY TWP,97
Katharine D Malone Elementary School,27,4490,30,MORRIS,ROCKAWAY TWP,97
Stony Brook Elementary School,27,4490,80,MORRIS,ROCKAWAY TWP,97
Roxbury High School,27,4560,50,MORRIS,ROXBURY TWP,98
Eisenhower Middle School,27,4560,55,MORRIS,ROXBURY TWP,98
Franklin Elementary School,27,4560,60,MORRIS,ROXBURY TWP,98
Jefferson Elementary School,27,4560,65,MORRIS,ROXBURY TWP,98
Kennedy Elementary School,27,4560,67,MORRIS,ROXBURY TWP,98
Lincoln/Roosevelt School,27,4560,80,MORRIS,ROXBURY TWP,97
Nixon Elementary School,27,4560,85,MORRIS,ROXBURY TWP,98
Flocktown-Kossmann Elementary School,27,5520,30,MORRIS,WASHINGTON TWP,97
Long Valley Middle School,27,5520,35,MORRIS,WASHINGTON TWP,96
Old Farmers Road School,27,5520,40,MORRIS,WASHINGTON TWP,97
Benedict A. Cucinella School,27,5520,50,MORRIS,WASHINGTON TWP,96
WEST MORRIS CENTRAL HIGH SCHOOL,27,5660,30,MORRIS,WEST MORRIS REGIONAL,98
WEST MORRIS MENDHAM HIGH SCHOOL,27,5660,50,MORRIS,WEST MORRIS REGIONAL,98
Alfred C. MacKinnon Middle School,27,5770,30,MORRIS,WHARTON BORO,99
Marie V. Duffy Elementary School,27,5770,40,MORRIS,WHARTON BORO,99
Lillian M. Dunfee Elementary,29,185,10,OCEAN,BARNEGAT TWP,97
Cecil S Collins Elementary,29,185,15,OCEAN,BARNEGAT TWP,96
Barnegat High School,29,185,30,OCEAN,BARNEGAT TWP,96
Russell O. Brackman Middle School,29,185,50,OCEAN,BARNEGAT TWP,95
Robert L. Horbelt Elementary School,29,185,70,OCEAN,BARNEGAT TWP,96
Joseph T. Donahue Elementary School,29,185,80,OCEAN,BARNEGAT TWP,96
Bay Head Elementary,29,210,20,OCEAN,BAY HEAD BORO,94
Beach Haven School,29,230,20,OCEAN,BEACH HAVEN BORO,96
BAYVILLE ELEMENTARY SCHOOL,29,320,20,OCEAN,BERKELEY TWP,97
BERKELEY TOWNSHIP ELEMENTARY SCHOOL,29,320,25,OCEAN,BERKELEY TWP,97
CLARA B. WORTH ELEMENTARY SCHOOL,29,320,30,OCEAN,BERKELEY TWP,97
H & M Potter School,29,320,40,OCEAN,BERKELEY TWP,96
Brick Township High School,29,530,20,OCEAN,BRICK TWP,97
Brick Township Memorial High School,29,530,25,OCEAN,BRICK TWP,97
Warren H. Wolf Elementary School,29,530,27,OCEAN,BRICK TWP,97
Drum Point Road Elementary School,29,530,30,OCEAN,BRICK TWP,96
Emma Havens Young Elementary School,29,530,35,OCEAN,BRICK TWP,97
Herbertsville Elementary School,29,530,40,OCEAN,BRICK TWP,97
Lake Riviera Middle School,29,530,43,OCEAN,BRICK TWP,97
Lanes Mill Elementary School,29,530,45,OCEAN,BRICK TWP,96
Midstreams Elementary School,29,530,60,OCEAN,BRICK TWP,97
Osbornville Elementary School,29,530,70,OCEAN,BRICK TWP,97
Veterans Memorial Elementary School,29,530,80,OCEAN,BRICK TWP,97
Veterans Memorial Middle School,29,530,90,OCEAN,BRICK TWP,97
Central Regional High School,29,770,30,OCEAN,CENTRAL REGIONAL,97
Central Regional Middle School,29,770,50,OCEAN,CENTRAL REGIONAL,96
Eagleswood Elementary School,29,1150,20,OCEAN,EAGLESWOOD TWP,95
Island Heights Elementary School,29,2350,50,OCEAN,ISLAND HEIGHTS BORO,97
Jackson Memorial High School,29,2360,20,OCEAN,JACKSON TWP,92
Jackson Liberty High School,29,2360,25,OCEAN,JACKSON TWP,91
Crawford-Rodriguez Elementary School,29,2360,30,OCEAN,JACKSON TWP,91
Elms Elementary School,29,2360,35,OCEAN,JACKSON TWP,94
Sylvia Rosenauer Elementary School,29,2360,40,OCEAN,JACKSON TWP,91
Howard C. Johnson Elementary School,29,2360,44,OCEAN,JACKSON TWP,92
Lucy N. Holman Elementary School,29,2360,46,OCEAN,JACKSON TWP,91
Christa McAuliffe Middle School,29,2360,48,OCEAN,JACKSON TWP,92
Switlik Elementary School,29,2360,50,OCEAN,JACKSON TWP,87
Carl W. Goetz Middle School,29,2360,55,OCEAN,JACKSON TWP,91
Lacey Township High School,29,2480,20,OCEAN,LACEY TWP,97
Cedar Creek Elementary School,29,2480,40,OCEAN,LACEY TWP,96
Forked River Elementary School,29,2480,50,OCEAN,LACEY TWP,96
Lacey Township Middle School,29,2480,53,OCEAN,LACEY TWP,97
Mill Pond Elementary School,29,2480,55,OCEAN,LACEY TWP,96
Lanoka Harbor Elementary School,29,2480,60,OCEAN,LACEY TWP,97
Lakehurst Elementary School,29,2500,50,OCEAN,LAKEHURST BORO,0
Lakewood High School,29,2520,50,OCEAN,LAKEWOOD TWP,97
Clifton Ave Grade School,29,2520,70,OCEAN,LAKEWOOD TWP,96
Ella G Clarke Elementary School,29,2520,80,OCEAN,LAKEWOOD TWP,96
Lakewood Middle School,29,2520,83,OCEAN,LAKEWOOD TWP,97
Oak Street Elem School,29,2520,84,OCEAN,LAKEWOOD TWP,96
Spruce Street Elementary School,29,2520,90,OCEAN,LAKEWOOD TWP,96
Lakewood Early Childhood Center,29,2520,300,OCEAN,LAKEWOOD TWP,96
Piner Elementary School,29,2520,301,OCEAN,LAKEWOOD TWP,97
Lavallette Elementary School,29,2550,50,OCEAN,LAVALLETTE BORO,95
FROG POND ELEMENTARY SCHOOL,29,2690,30,OCEAN,LITTLE EGG HARBOR TWP,97
GEORGE J. MITCHELL ELEMENTARY SCHOOL,29,2690,50,OCEAN,LITTLE EGG HARBOR TWP,97
Robert C. Wood Sr Early Childhood Center,29,2690,300,OCEAN,LITTLE EGG HARBOR TWP,96
Ethel A. Jacobsen Elementary School,29,2760,20,OCEAN,LONG BEACH ISLAND,92
Long Beach Island Grade School,29,2760,50,OCEAN,LONG BEACH ISLAND,95
Manchester Regional Day School,29,2940,8,OCEAN,MANCHESTER TWP,96
Manchester Township High School,29,2940,40,OCEAN,MANCHESTER TWP,96
Manchester Township Elementary School,29,2940,43,OCEAN,MANCHESTER TWP,97
Manchester Township Middle School,29,2940,45,OCEAN,MANCHESTER TWP,96
Ridgeway Elementary School,29,2940,50,OCEAN,MANCHESTER TWP,97
Whiting Elementary School,29,2940,60,OCEAN,MANCHESTER TWP,97
Ocean County Vocational Technical School Brick Center,29,3790,10,OCEAN,OCEAN COUNTY VOCATIONAL,97
Ocean County Vocational Technical School Jackson Center,29,3790,20,OCEAN,OCEAN COUNTY VOCATIONAL,97
Ocean County Vocational Technical School Toms River Center,29,3790,30,OCEAN,OCEAN COUNTY VOCATIONAL,97
Ocean County Vocational Technical School Waretown Center,29,3790,40,OCEAN,OCEAN COUNTY VOCATIONAL,96
Marine Academy of Technology and Environmental Science,29,3790,45,OCEAN,OCEAN COUNTY VOCATIONAL,98
Performing Arts Academy of the Ocean County Vocational Tech,29,3790,55,OCEAN,OCEAN COUNTY VOCATIONAL,97
Ocean County Vocational Technical School Lakehurst Center,29,3790,100,OCEAN,OCEAN COUNTY VOCATIONAL,97
Ocean Gate Elementary School,29,3800,50,OCEAN,OCEAN GATE BORO,100
Frederic A. Priff Elementary School,29,3820,30,OCEAN,OCEAN TWP,93
Waretown Elementary School,29,3820,50,OCEAN,OCEAN TWP,95
PINELANDS REGIONAL HIGH SCHOOL,29,4105,50,OCEAN,PINELANDS REGIONAL,96
PINELANDS REGIONAL JUNIOR HIGH SCHOOL,29,4105,60,OCEAN,PINELANDS REGIONAL,97
New Egypt High School,29,4190,10,OCEAN,PLUMSTED TWP,97
New Egypt Primary School,29,4190,40,OCEAN,PLUMSTED TWP,96
Dr. Gerald H. Woehr Elementary School,29,4190,50,OCEAN,PLUMSTED TWP,97
New Egypt Middle School,29,4190,80,OCEAN,PLUMSTED TWP,97
Point Pleasant Borough High School,29,4210,30,OCEAN,POINT PLEASANT BORO,98
Memorial Middle School,29,4210,50,OCEAN,POINT PLEASANT BORO,98
Nellie F. Bennett Elementary School,29,4210,55,OCEAN,POINT PLEASANT BORO,98
Ocean Road Elementary School,29,4210,60,OCEAN,POINT PLEASANT BORO,98
Point Pleasant Beach High School,29,4220,50,OCEAN,POINT PLEASANT BEACH BORO,95
G. Harold Antrim Elementary School,29,4220,60,OCEAN,POINT PLEASANT BEACH BORO,95
HUGH J BOYD JR. ELEMENTARY SCHOOL,29,4710,50,OCEAN,SEASIDE HEIGHTS BORO,98
Southern Regional High School,29,4950,50,OCEAN,SOUTHERN REGIONAL,96
Southern Regional Middle School,29,4950,60,OCEAN,SOUTHERN REGIONAL,95
Oxycocus Elementary School,29,5020,50,OCEAN,STAFFORD TWP,95
McKinley Avenue Elementary School,29,5020,60,OCEAN,STAFFORD TWP,97
Ocean Acres Elementary School,29,5020,65,OCEAN,STAFFORD TWP,96
Stafford Intermediate School,29,5020,70,OCEAN,STAFFORD TWP,96
Ronald L. Meinders Primary Learning Center,29,5020,75,OCEAN,STAFFORD TWP,96
Toms River High School East,29,5190,30,OCEAN,TOMS RIVER REGIONAL,95
Toms River High School North,29,5190,40,OCEAN,TOMS RIVER REGIONAL,95
Toms River High School South,29,5190,50,OCEAN,TOMS RIVER REGIONAL,95
Toms River Intermediate School East,29,5190,60,OCEAN,TOMS RIVER REGIONAL,95
Toms River Intermediate School South,29,5190,61,OCEAN,TOMS RIVER REGIONAL,95
Toms River Intermediate School North,29,5190,63,OCEAN,TOMS RIVER REGIONAL,95
Beachwood Elementary School,29,5190,64,OCEAN,TOMS RIVER REGIONAL,95
Cedar Grove Elementary School,29,5190,65,OCEAN,TOMS RIVER REGIONAL,95
Joseph A. Citta Elementary School,29,5190,67,OCEAN,TOMS RIVER REGIONAL,95
East Dover Elementary School,29,5190,70,OCEAN,TOMS RIVER REGIONAL,94
Hooper Avenue Elementary School,29,5190,75,OCEAN,TOMS RIVER REGIONAL,95
North Dover Elementary School,29,5190,80,OCEAN,TOMS RIVER REGIONAL,95
Pine Beach Elementary School,29,5190,90,OCEAN,TOMS RIVER REGIONAL,95
Silver Bay Elementary School,29,5190,95,OCEAN,TOMS RIVER REGIONAL,95
South Toms River Elementary School,29,5190,100,OCEAN,TOMS RIVER REGIONAL,95
Walnut Street Elementary School,29,5190,107,OCEAN,TOMS RIVER REGIONAL,95
Washington Street Elementary School,29,5190,110,OCEAN,TOMS RIVER REGIONAL,95
West Dover Elementary School,29,5190,120,OCEAN,TOMS RIVER REGIONAL,95
Tuckerton Elementary School,29,5220,50,OCEAN,TUCKERTON BORO,96
Martha B. Day Elementary School,31,420,20,PASSAIC,BLOOMINGDALE BORO,97
Samuel R. Donald Elementary School,31,420,30,PASSAIC,BLOOMINGDALE BORO,93
Walter T. Bergen Middle School,31,420,50,PASSAIC,BLOOMINGDALE BORO,98
Clifton High School,31,900,30,PASSAIC,CLIFTON CITY,96
Christopher Columbus Middle School,31,900,35,PASSAIC,CLIFTON CITY,96
Woodrow Wilson Middle School,31,900,70,PASSAIC,CLIFTON CITY,96
School #1,31,900,80,PASSAIC,CLIFTON CITY,98
School #2,31,900,90,PASSAIC,CLIFTON CITY,98
School #3,31,900,100,PASSAIC,CLIFTON CITY,97
School #4,31,900,110,PASSAIC,CLIFTON CITY,100
School #5,31,900,120,PASSAIC,CLIFTON CITY,95
School #8,31,900,140,PASSAIC,CLIFTON CITY,97
School #9,31,900,150,PASSAIC,CLIFTON CITY,96
School #11,31,900,160,PASSAIC,CLIFTON CITY,98
School #12,31,900,170,PASSAIC,CLIFTON CITY,95
School #13,31,900,180,PASSAIC,CLIFTON CITY,97
School #14,31,900,190,PASSAIC,CLIFTON CITY,96
School #15,31,900,200,PASSAIC,CLIFTON CITY,97
School #16,31,900,210,PASSAIC,CLIFTON CITY,97
School #17,31,900,230,PASSAIC,CLIFTON CITY,96
Haledon Public School,31,1920,15,PASSAIC,HALEDON BORO,97
Hawthorne High School,31,2100,50,PASSAIC,HAWTHORNE BORO,98
Lincoln Middle School,31,2100,70,PASSAIC,HAWTHORNE BORO,98
Roosevelt Elementary School,31,2100,80,PASSAIC,HAWTHORNE BORO,98
Thomas Jefferson Elementary School,31,2100,90,PASSAIC,HAWTHORNE BORO,97
Washington Elementary School,31,2100,100,PASSAIC,HAWTHORNE BORO,97
Lakeland Regional High School,31,2510,50,PASSAIC,LAKELAND REGIONAL,97
Little Falls Township Public School # 1,31,2700,50,PASSAIC,LITTLE FALLS TWP,99
Little Falls Township Public School # 2,31,2700,60,PASSAIC,LITTLE FALLS TWP,97
Little Falls Township Public School # 3,31,2700,70,PASSAIC,LITTLE FALLS TWP,97
HIGH MOUNTAIN MIDDLE SCHOOL,31,3640,50,PASSAIC,NORTH HALEDON BORO,100
Memorial Elementary School,31,3640,60,PASSAIC,NORTH HALEDON BORO,100
Passaic High School # 12,31,3970,50,PASSAIC,PASSAIC CITY,96
Thomas Jefferson School # 1,31,3970,80,PASSAIC,PASSAIC CITY,97
School # 2,31,3970,85,PASSAIC,PASSAIC CITY,96
Mario Drago School # 3,31,3970,90,PASSAIC,PASSAIC CITY,96
Lincoln Middle School # 4,31,3970,95,PASSAIC,PASSAIC CITY,97
School # 5,31,3970,97,PASSAIC,PASSAIC CITY,97
Martin Luther King Jr. School # 6,31,3970,100,PASSAIC,PASSAIC CITY,97
Ulysses S. Grant School # 7,31,3970,110,PASSAIC,PASSAIC CITY,96
Casimir Pulaski School # 8,31,3970,120,PASSAIC,PASSAIC CITY,96
Etta Gero School # 9,31,3970,125,PASSAIC,PASSAIC CITY,96
Theodore Roosevelt School # 10,31,3970,130,PASSAIC,PASSAIC CITY,96
William B. Cruise Memorial School # 11,31,3970,140,PASSAIC,PASSAIC CITY,96
Vincent Capuana School # 15,31,3970,170,PASSAIC,PASSAIC CITY,98
School # 16,31,3970,180,PASSAIC,PASSAIC CITY,96
School # 17,31,3970,185,PASSAIC,PASSAIC CITY,97
Daniel F. Ryan Elementary School # 19,31,3970,200,PASSAIC,PASSAIC CITY,97
Passaic Gifted and Talented Academy School No 20,31,3970,300,PASSAIC,PASSAIC CITY,98
Passaic County-Manchester Regional High School,31,3980,10,PASSAIC,PASSAIC CO MANCHESTER REG,96
Passaic Valley Regional High School,31,3990,50,PASSAIC,PASSAIC VALLEY REGIONAL,97
Passaic County Technical Institute,31,3995,50,PASSAIC,PASSAIC COUNTY VOCATIONAL,97
SCHOOL OF INFORMATION TECHNOLOGY,31,4010,1,PASSAIC,PATERSON CITY,95
SCHOOL OF CULINARY ARTS HOSPITALITY AND TOURISM,31,4010,2,PASSAIC,PATERSON CITY,95
SCHOOL OF GOVERNMENT & PUBLIC ADMINISTRATION,31,4010,3,PASSAIC,PATERSON CITY,88
School of Health Science,31,4010,4,PASSAIC,PATERSON CITY,95
SCHOOL OF EARTH AND SPACE SCIENCE,31,4010,5,PASSAIC,PATERSON CITY,93
Rosa L. Parks School of Fine and Performing Arts,31,4010,20,PASSAIC,PATERSON CITY,94
STARS ACADEMY,31,4010,25,PASSAIC,PATERSON CITY,95
International High School,31,4010,35,PASSAIC,PATERSON CITY,95
Alexander Hamilton Academy,31,4010,43,PASSAIC,PATERSON CITY,94
DALE AVENUE,31,4010,45,PASSAIC,PATERSON CITY,95
EDWARD W KILPATRICK,31,4010,47,PASSAIC,PATERSON CITY,95
SCHOOL 1,31,4010,50,PASSAIC,PATERSON CITY,96
SCHOOL 2,31,4010,60,PASSAIC,PATERSON CITY,94
URBAN LEADERSHIP ACADEMY,31,4010,61,PASSAIC,PATERSON CITY,93
SCHOOL 3,31,4010,70,PASSAIC,PATERSON CITY,94
REV DR FRANK NAPIER JR SCHOOL,31,4010,80,PASSAIC,PATERSON CITY,93
SCHOOL 5,31,4010,90,PASSAIC,PATERSON CITY,94
SCHOOL 6/ACADEMY OF PERFORMING ARTS,31,4010,100,PASSAIC,PATERSON CITY,94
SCHOOL 7,31,4010,110,PASSAIC,PATERSON CITY,94
SCHOOL 8,31,4010,120,PASSAIC,PATERSON CITY,94
CHARLES J RILEY SCHOOL 9,31,4010,130,PASSAIC,PATERSON CITY,94
SCHOOL 10,31,4010,140,PASSAIC,PATERSON CITY,94
SCHOOL 11 (Newcomers),31,4010,150,PASSAIC,PATERSON CITY,96
SCHOOL 12,31,4010,160,PASSAIC,PATERSON CITY,95
SCHOOL 13,31,4010,170,PASSAIC,PATERSON CITY,93
SCHOOL 14,31,4010,180,PASSAIC,PATERSON CITY,94
SCHOOL 15,31,4010,190,PASSAIC,PATERSON CITY,94
SCHOOL 18,31,4010,220,PASSAIC,PATERSON CITY,95
SCHOOL 19,31,4010,230,PASSAIC,PATERSON CITY,95
SCHOOL 20,31,4010,240,PASSAIC,PATERSON CITY,96
SCHOOL 21,31,4010,250,PASSAIC,PATERSON CITY,94
SCHOOL 24,31,4010,270,PASSAIC,PATERSON CITY,95
SCHOOL 25,31,4010,280,PASSAIC,PATERSON CITY,94
SCHOOL 26,31,4010,290,PASSAIC,PATERSON CITY,94
SCHOOL 27,31,4010,300,PASSAIC,PATERSON CITY,94
DON BOSCO ACADEMY,31,4010,301,PASSAIC,PATERSON CITY,95
SCHOOL OF SCIENCE TECHNOLOGY ENGINEERING AND MATHEMATICS,31,4010,304,PASSAIC,PATERSON CITY,94
SCHOOL OF EDUCATION AND TRAINING,31,4010,305,PASSAIC,PATERSON CITY,94
SCHOOL OF BUSINESS TECHNOLOGY,31,4010,306,PASSAIC,PATERSON CITY,94
SCHOOL OF ARCHITECTURE AND CONSTRUCTION TRADES,31,4010,307,PASSAIC,PATERSON CITY,94
GARRETT MORGAN ACADEMY,31,4010,308,PASSAIC,PATERSON CITY,93
SCHOOL 28,31,4010,310,PASSAIC,PATERSON CITY,95
SCHOOL 29,31,4010,311,PASSAIC,PATERSON CITY,95
DR. MARTIN LUTHER KING JR EDUCATIONAL COMPLEX,31,4010,312,PASSAIC,PATERSON CITY,95
ROBERTO CLEMENTE,31,4010,315,PASSAIC,PATERSON CITY,96
NEW ROBERTO CLEMENTE,31,4010,316,PASSAIC,PATERSON CITY,95
NORMAN S WEIR,31,4010,325,PASSAIC,PATERSON CITY,96
POMPTON LAKES HIGH SCHOOL,31,4230,50,PASSAIC,POMPTON LAKES BORO,98
Lakeside School,31,4230,55,PASSAIC,POMPTON LAKES BORO,98
Lenox School,31,4230,60,PASSAIC,POMPTON LAKES BORO,99
Lincoln School,31,4230,70,PASSAIC,POMPTON LAKES BORO,99
Prospect Park School No. 1,31,4270,10,PASSAIC,PROSPECT PARK BORO,95
Eleanor G. Hewitt,31,4400,50,PASSAIC,RINGWOOD BORO,95
Martin J. Ryerson School,31,4400,53,PASSAIC,RINGWOOD BORO,95
Peter Cooper School,31,4400,55,PASSAIC,RINGWOOD BORO,93
Robert Erskine School,31,4400,60,PASSAIC,RINGWOOD BORO,99
Memorial School,31,5200,50,PASSAIC,TOTOWA BORO,94
Washington Park School,31,5200,60,PASSAIC,TOTOWA BORO,93
Haskell Elementary School,31,5440,50,PASSAIC,WANAQUE BORO,97
Wanaque Elementary School,31,5440,70,PASSAIC,WANAQUE BORO,97
WAYNE VALLEY HIGH SCHOOL,31,5570,50,PASSAIC,WAYNE TWP,92
WAYNE HILLS HIGH SCHOOL,31,5570,55,PASSAIC,WAYNE TWP,94
ANTHONY WAYNE MIDDLE SCHOOL,31,5570,65,PASSAIC,WAYNE TWP,91
ALBERT PAYSON TERHUNE ELEMENTARY,31,5570,78,PASSAIC,WAYNE TWP,94
GEORGE WASHINGTON MIDDLE SCHOOL,31,5570,83,PASSAIC,WAYNE TWP,93
JAMES FALLON ELEMENTARY SCHOOL,31,5570,85,PASSAIC,WAYNE TWP,94
JOHN F KENNEDY ELEMENTARY SCHOOL,31,5570,87,PASSAIC,WAYNE TWP,93
LAFAYETTE ELEMENTARY SCHOOL,31,5570,90,PASSAIC,WAYNE TWP,90
PACKANACK ELEMENTARY SCHOOL,31,5570,110,PASSAIC,WAYNE TWP,95
PINES LAKE ELEMENTARY SCHOOL,31,5570,120,PASSAIC,WAYNE TWP,90
RANDALL CARTER ELEMENTARY SCHOOL,31,5570,135,PASSAIC,WAYNE TWP,82
RYERSON ELEMENTARY SCHOOL,31,5570,140,PASSAIC,WAYNE TWP,91
SCHUYLER-COLFAX MIDDLE SCHOOL,31,5570,145,PASSAIC,WAYNE TWP,93
